co_seq_curso,no_curso,qt_carga_horaria_total,co_seq_orgao,sg_orgao,no_orgao,no_formato,no_nivel,no_modalidade,ds_imagem,status,status_ordem,rank,metadata_coleta,campos_processados
45289,Atualização do Manejo Clínico da Influenza,6,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/45289_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:25:02.134864', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45289, 'titulo': 'Atualização do Manejo Clínico da Influenza', 'descricao': '', 'carga_horaria': 6, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45289', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
582,Atualização do Manejo Clínico da Influenza,6,4510421,FIOCRUZ - SE/UNA-SUS,Secretaria Executiva da Universidade Aberta do Sistema Único de Saúde,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/582_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:02.134869', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 582, 'titulo': 'Atualização do Manejo Clínico da Influenza', 'descricao': '', 'carga_horaria': 6, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/582', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Secretaria Executiva da Universidade Aberta do Sistema Único de Saúde', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45393,Atualização do Manejo Clínico da Pessoa com Chikungunya,45,4511621,FIOCRUZ - MS,Fundação Oswaldo Cruz - Mato Grosso do Sul,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/45393_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:25:02.134872', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45393, 'titulo': 'Atualização do Manejo Clínico da Pessoa com Chikungunya', 'descricao': '', 'carga_horaria': 45, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45393', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Mato Grosso do Sul', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
47005,Autocuidado em saúde e a Literacia para a promoção da saúde e a prevenção de doenças crônicas na Atenção Primária à Saúde,60,4511741,FIOCRUZ - RJ,FIOCRUZ RJ - ICICT,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/47005_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:25:02.134877', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 47005, 'titulo': 'Autocuidado em saúde e a Literacia para a promoção da saúde e a prevenção de doenças crônicas na Atenção Primária à Saúde', 'descricao': '', 'carga_horaria': 60, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/47005', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'FIOCRUZ RJ - ICICT', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46122,Avaliação da Aprendizagem,8,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46122_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:02.134887', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46122, 'titulo': 'Avaliação da Aprendizagem', 'descricao': '', 'carga_horaria': 8, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46122', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
28620,Avaliação de Risco a Saúde Humana por exposição à substância Química - versão 2,95,27,UFRJ,Universidade Federal do Rio de Janeiro - Instituto de Estudos em Saúde Coletiva,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/28620_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:02.134893', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 28620, 'titulo': 'Avaliação de Risco a Saúde Humana por exposição à substância Química - versão 2', 'descricao': '', 'carga_horaria': 95, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/28620', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal do Rio de Janeiro - Instituto de Estudos em Saúde Coletiva', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
66,Avaliação de Risco à Saúde Humana por Exposição a Substâncias Químicas - versão 1,100,27,UFRJ,Universidade Federal do Rio de Janeiro - Instituto de Estudos em Saúde Coletiva,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/66_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:02.134897', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 66, 'titulo': 'Avaliação de Risco à Saúde Humana por Exposição a Substâncias Químicas - versão 1', 'descricao': '', 'carga_horaria': 100, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/66', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal do Rio de Janeiro - Instituto de Estudos em Saúde Coletiva', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46760,Avaliação Educacional,15,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46760_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:02.134902', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46760, 'titulo': 'Avaliação Educacional', 'descricao': '', 'carga_horaria': 15, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46760', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45300,Avaliação Multidimensional da Pessoa Idosa,16,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/45300_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:02.134906', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45300, 'titulo': 'Avaliação Multidimensional da Pessoa Idosa', 'descricao': '', 'carga_horaria': 16, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45300', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46645,Avaliação Multidimensional da Saúde da Pessoa Idosa,16,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46645_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:25:02.134909', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46645, 'titulo': 'Avaliação Multidimensional da Saúde da Pessoa Idosa', 'descricao': '', 'carga_horaria': 16, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46645', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
47032,Caderneta da Criança: Instrumento intersetorial para promoção da atenção integral à saúde da criança,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/47032_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:25:02.134918', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 47032, 'titulo': 'Caderneta da Criança: Instrumento intersetorial para promoção da atenção integral à saúde da criança', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/47032', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Santa Catarina', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46686,Caderneta da Criança: Instrumento intersetorial para promoção da atenção integral à saúde da criança,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46686_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:02.134922', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46686, 'titulo': 'Caderneta da Criança: Instrumento intersetorial para promoção da atenção integral à saúde da criança', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46686', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46647,Caderneta de Saúde da Pessoa Idosa: um instrumento de avaliação multidimensional,30,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46647_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:25:02.134927', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46647, 'titulo': 'Caderneta de Saúde da Pessoa Idosa: um instrumento de avaliação multidimensional', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46647', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45301,Caderneta de saúde da pessoa idosa,30,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/45301_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:02.134931', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45301, 'titulo': 'Caderneta de saúde\xa0da pessoa idosa', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45301', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
7019,Capacitação de Profissionais da Odontologia Brasileira Vinculados ao SUS para a Atenção e o Cuidado da Saúde Bucal da Pessoa com Deficiência,160,17,UFPE,Universidade Federal de Pernambuco,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/7019_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:02.134935', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 7019, 'titulo': 'Capacitação de Profissionais da Odontologia Brasileira Vinculados ao SUS para a Atenção e o Cuidado da Saúde Bucal da Pessoa com Deficiência', 'descricao': '', 'carga_horaria': 160, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/7019', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Pernambuco', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
6500,Capacitação em Dependência Química,150,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/6500_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:02.134939', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 6500, 'titulo': 'Capacitação em Dependência Química', 'descricao': '', 'carga_horaria': 150, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/6500', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
579,Capacitação em Eventos Agudos na Atenção Básica,120,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/579_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:03.348478', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 579, 'titulo': 'Capacitação em Eventos Agudos na Atenção Básica', 'descricao': '', 'carga_horaria': 120, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/579', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Santa Catarina', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
44201,Capacitação em Saúde da Pessoa Idosa,180,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/44201_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:03.348497', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 44201, 'titulo': 'Capacitação em Saúde da Pessoa Idosa', 'descricao': '', 'carga_horaria': 180, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/44201', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
6499,Capacitação em Saúde Mental,150,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/6499_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:03.348501', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 6499, 'titulo': 'Capacitação em Saúde Mental', 'descricao': '', 'carga_horaria': 150, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/6499', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
